,school_name,type,student_name,budget
7571,Shelton High School,Charter,Michelle Ramos,1056600
7572,Shelton High School,Charter,Calvin Tucker,1056600
7573,Shelton High School,Charter,Jason Anderson,1056600
7574,Shelton High School,Charter,Joshua Barron,1056600
7575,Shelton High School,Charter,Jessica Weber,1056600
7576,Shelton High School,Charter,Lisa Garcia,1056600
7577,Shelton High School,Charter,Zachary Vasquez,1056600
7578,Shelton High School,Charter,James Perez,1056600
7579,Shelton High School,Charter,Anne Booker,1056600
7580,Shelton High School,Charter,Kayla Dennis,1056600
7581,Shelton High School,Charter,Stephanie Rios,1056600
7582,Shelton High School,Charter,Barbara Duffy,1056600
7583,Shelton High School,Charter,Ms. Sarah Ray DVM,1056600
7584,Shelton High School,Charter,Patrick Johnson,1056600
7585,Shelton High School,Charter,Melanie Wallace,1056600
7586,Shelton High School,Charter,Brandon Merritt,1056600
7587,Shelton High School,Charter,Sherry Boyd,1056600
7588,Shelton High School,Charter,Derrick Cox,1056600
7589,Shelton High School,Charter,Emily Thompson,1056600
7590,Shelton High School,Charter,Pamela Kirk,1056600
7591,Shelton High School,Charter,Mitchell Wilson,1056600
7592,Shelton High School,Charter,Sean Long,1056600
7593,Shelton High School,Charter,Mark Frank,1056600
7594,Shelton High School,Charter,Kathy Stone,1056600
7595,Shelton High School,Charter,Eric Evans,1056600
7596,Shelton High School,Charter,Chris Mcguire,1056600
7597,Shelton High School,Charter,Angela Hernandez,1056600
7598,Shelton High School,Charter,Angela Hall,1056600
7599,Shelton High School,Charter,Jackie Sanders,1056600
7600,Shelton High School,Charter,Jacqueline Marshall,1056600
7601,Shelton High School,Charter,Gregory Mcknight,1056600
7602,Shelton High School,Charter,William Brown,1056600
7603,Shelton High School,Charter,Nicholas Pineda,1056600
7604,Shelton High School,Charter,Jeremy Thomas,1056600
7605,Shelton High School,Charter,Heather Lee,1056600
7606,Shelton High School,Charter,Rebecca Brown,1056600
7607,Shelton High School,Charter,Stacy Daniel,1056600
7608,Shelton High School,Charter,Kimberly Logan,1056600
7609,Shelton High School,Charter,Elizabeth Macias,1056600
7610,Shelton High School,Charter,Brianna Bowman,1056600
7611,Shelton High School,Charter,John Ward,1056600
7612,Shelton High School,Charter,Dana Compton,1056600
7613,Shelton High School,Charter,Larry Patterson,1056600
7614,Shelton High School,Charter,William Carpenter,1056600
7615,Shelton High School,Charter,Sierra Harris,1056600
7616,Shelton High School,Charter,Angel Garza,1056600
7617,Shelton High School,Charter,Anthony Curry,1056600
7618,Shelton High School,Charter,Frank Sharp,1056600
7619,Shelton High School,Charter,Maurice Joseph,1056600
7620,Shelton High School,Charter,Michelle Smith,1056600
7621,Shelton High School,Charter,Sarah Vasquez,1056600
7622,Shelton High School,Charter,Elizabeth Horton,1056600
7623,Shelton High School,Charter,April Harper,1056600
7624,Shelton High School,Charter,Melanie Chavez,1056600
7625,Shelton High School,Charter,Steven Alexander,1056600
7626,Shelton High School,Charter,Randy Carson,1056600
7627,Hernandez High School,District,Russell Davis,3022020
7628,Hernandez High School,District,Timothy Walker,3022020
7629,Hernandez High School,District,Katie Johnston,3022020
7630,Hernandez High School,District,Joann Oconnell,3022020
7631,Hernandez High School,District,Sarah Alexander,3022020
7632,Hernandez High School,District,Kathleen Nichols,3022020
7633,Hernandez High School,District,Lawrence Martin,3022020
7634,Hernandez High School,District,Laura Callahan,3022020
7635,Hernandez High School,District,Natalie Rivera MD,3022020
7636,Hernandez High School,District,John Hunt,3022020
7637,Hernandez High School,District,Erika Cross,3022020
7638,Hernandez High School,District,Kathryn Horn,3022020
7639,Hernandez High School,District,Christopher Watson,3022020
7640,Hernandez High School,District,Craig Saunders,3022020
7641,Hernandez High School,District,Robert Lambert,3022020
7642,Hernandez High School,District,Amanda Vazquez,3022020
7643,Hernandez High School,District,Paul Owens,3022020
7644,Hernandez High School,District,Edward Carr,3022020
7645,Hernandez High School,District,Sarah Knapp,3022020
7646,Hernandez High School,District,Scott Bright,3022020
7647,Hernandez High School,District,Mercedes Jackson,3022020
7648,Hernandez High School,District,David Nichols,3022020
7649,Hernandez High School,District,Dr. Tracy Powell,3022020
7650,Hernandez High School,District,Johnny Baker,3022020
7651,Hernandez High School,District,Jose Lee,3022020
7652,Hernandez High School,District,Jessica Mcguire,3022020
7653,Hernandez High School,District,Rachel Patterson,3022020
7654,Hernandez High School,District,Carlos Maxwell,3022020
7655,Hernandez High School,District,Autumn Wong,3022020
7656,Hernandez High School,District,Angela Cardenas,3022020
7657,Hernandez High School,District,April Patel,3022020
7658,Hernandez High School,District,Mr. Jason Chavez MD,3022020
7659,Hernandez High School,District,Stephanie Young,3022020
7660,Hernandez High School,District,Jeffrey Lamb,3022020
7661,Hernandez High School,District,Emily Lara,3022020
7662,Hernandez High School,District,Autumn Velasquez,3022020
7663,Hernandez High School,District,Rebecca Winters,3022020
7664,Hernandez High School,District,Jennifer Mack,3022020
7665,Hernandez High School,District,Eric Smith,3022020
7666,Hernandez High School,District,Jessica Johnson,3022020
7667,Hernandez High School,District,Jordan Brown,3022020
7668,Hernandez High School,District,Marie Rodriguez,3022020
7669,Hernandez High School,District,Jerry Rodriguez,3022020
7670,Hernandez High School,District,Elizabeth Martinez,3022020
7671,Hernandez High School,District,Matthew Wise,3022020
7672,Hernandez High School,District,Brian Barrett,3022020
7673,Hernandez High School,District,Michele Clark,3022020
7674,Hernandez High School,District,Kyle Baker,3022020
7675,Hernandez High School,District,Jessica Scott,3022020
7676,Hernandez High School,District,Jason Cantu,3022020
7677,Hernandez High School,District,George Clarke,3022020
7678,Hernandez High School,District,Adam Bell,3022020
7679,Hernandez High School,District,Kelly Morales,3022020
7680,Hernandez High School,District,Brittany Morrison,3022020
7681,Hernandez High School,District,Mary Miller,3022020
7682,Hernandez High School,District,David Wilson,3022020
7683,Hernandez High School,District,Charles Murphy,3022020
7684,Hernandez High School,District,Steven Chang,3022020
7685,Hernandez High School,District,Robert Torres,3022020
7686,Hernandez High School,District,Amanda Johnson,3022020
7687,Hernandez High School,District,Thomas Guerrero,3022020
7688,Hernandez High School,District,Mark Wilson,3022020
7689,Hernandez High School,District,Jill Reed,3022020
7690,Hernandez High School,District,Tammy Fuller,3022020
7691,Hernandez High School,District,Christine Diaz,3022020
7692,Hernandez High School,District,Jamie Thomas,3022020
7693,Hernandez High School,District,Matthew Freeman,3022020
7694,Hernandez High School,District,Charles Le,3022020
7695,Hernandez High School,District,Jorge Bennett,3022020
7696,Hernandez High School,District,Mrs. Leslie Mathews,3022020
7697,Hernandez High School,District,Mary Jones,3022020
7698,Hernandez High School,District,Stephen Sandoval,3022020
7699,Hernandez High School,District,Shannon Diaz,3022020
7700,Hernandez High School,District,Jeffrey Thompson,3022020
7701,Hernandez High School,District,Michael Richards,3022020
7702,Hernandez High School,District,Joshua Leonard,3022020
7703,Hernandez High School,District,Brian Riley,3022020
7704,Hernandez High School,District,Julia Dodson,3022020
7705,Hernandez High School,District,Ryan Butler,3022020
7706,Hernandez High School,District,Nathaniel Moore,3022020
7707,Hernandez High School,District,Stephanie Johnson,3022020
7708,Hernandez High School,District,Colleen Flores,3022020
7709,Hernandez High School,District,Robert Gray,3022020
7710,Hernandez High School,District,Ashley Hull,3022020
7711,Hernandez High School,District,Julie Stafford,3022020
7712,Hernandez High School,District,Mary Sosa,3022020
7713,Hernandez High School,District,Andrew Ward,3022020
7714,Hernandez High School,District,Stephanie Gibson,3022020
7715,Hernandez High School,District,Jake Henson,3022020
7716,Hernandez High School,District,Shelia Johnson,3022020
7717,Hernandez High School,District,Alexandria Woods,3022020
7718,Hernandez High School,District,Sara Torres,3022020
7719,Hernandez High School,District,John Shepard,3022020
7720,Hernandez High School,District,Danielle Smith,3022020
7721,Hernandez High School,District,Margaret Johnson,3022020
7722,Hernandez High School,District,Jeffrey Ware,3022020
7723,Hernandez High School,District,Eric Salinas,3022020
7724,Hernandez High School,District,Amy Garrett,3022020
7725,Hernandez High School,District,Kathryn Porter,3022020
7726,Hernandez High School,District,Sandra Anderson,3022020
7727,Hernandez High School,District,Kristopher West,3022020
7728,Hernandez High School,District,Marilyn Pugh,3022020
7729,Hernandez High School,District,Patrick Hill,3022020
7730,Hernandez High School,District,Charlene Wilkins,3022020
7731,Hernandez High School,District,Michael Mathews,3022020
7732,Hernandez High School,District,Karen Dudley,3022020
7733,Hernandez High School,District,Heather Medina,3022020
7734,Hernandez High School,District,Jimmy King,3022020
7735,Hernandez High School,District,Christine Williams,3022020
7736,Hernandez High School,District,Chad Oconnor,3022020
7737,Hernandez High School,District,Kimberly Rocha,3022020
7738,Hernandez High School,District,Tammy Garcia,3022020
7739,Hernandez High School,District,Paul Perez,3022020
7740,Hernandez High School,District,Laurie Shelton,3022020
7741,Hernandez High School,District,Lindsey Lee,3022020
7742,Hernandez High School,District,Susan Martin,3022020
7743,Hernandez High School,District,Noah Santana,3022020
7744,Hernandez High School,District,Amber Silva,3022020
7745,Hernandez High School,District,Brittany Keller,3022020
7746,Hernandez High School,District,Dana Colon,3022020
7747,Hernandez High School,District,Michael Berry,3022020
7748,Hernandez High School,District,Robin Walker,3022020
7749,Hernandez High School,District,Chad Mcbride,3022020
7750,Hernandez High School,District,Carlos Gill,3022020
7751,Hernandez High School,District,Glenn Smith,3022020
7752,Hernandez High School,District,Patrick Newman DDS,3022020
7753,Hernandez High School,District,Ryan Rodriguez,3022020
7754,Hernandez High School,District,Ryan Pearson,3022020
7755,Hernandez High School,District,John Yang,3022020
7756,Hernandez High School,District,Maria Hurley,3022020
7757,Hernandez High School,District,Felicia Jones,3022020
7758,Hernandez High School,District,Tyler Franklin,3022020
7759,Hernandez High School,District,Sabrina Rhodes,3022020
7760,Hernandez High School,District,Connor Adams,3022020
7761,Hernandez High School,District,Laurie Johnson,3022020
7762,Hernandez High School,District,Jamie Hart,3022020
7763,Hernandez High School,District,Michelle Vasquez,3022020
7764,Hernandez High School,District,Jeffery Nguyen,3022020
7765,Hernandez High School,District,Amy Wright,3022020
7766,Hernandez High School,District,Cathy Jones,3022020
7767,Hernandez High School,District,Jerome Spencer,3022020
7768,Hernandez High School,District,Matthew Stark,3022020
7769,Hernandez High School,District,Alexandra Jones,3022020
7770,Hernandez High School,District,Adam Ochoa,3022020
7771,Hernandez High School,District,Andrew Garrett,3022020
7772,Hernandez High School,District,Matthew Scott,3022020
7773,Hernandez High School,District,Nancy Carpenter,3022020
7774,Hernandez High School,District,Alyssa Cummings,3022020
7775,Hernandez High School,District,Kirsten Brock,3022020
7776,Hernandez High School,District,Kevin Santos,3022020
7777,Hernandez High School,District,Sarah Carlson,3022020
7778,Hernandez High School,District,Erin Steele,3022020
7779,Hernandez High School,District,Denise Jones,3022020
7780,Hernandez High School,District,Edwin Thornton,3022020
7781,Hernandez High School,District,Tammy Dodson,3022020
7782,Hernandez High School,District,Adam Kirby,3022020
7783,Hernandez High School,District,Kathleen Valdez,3022020
7784,Hernandez High School,District,Jordan Cox,3022020
7785,Hernandez High School,District,Paul Gilbert,3022020
7786,Hernandez High School,District,Jeremy Mcdonald,3022020
7787,Hernandez High School,District,Heather Ferguson,3022020
7788,Hernandez High School,District,Victoria Burgess,3022020
7789,Hernandez High School,District,Steve Burke,3022020
7790,Hernandez High School,District,Ashley Williams,3022020
7791,Hernandez High School,District,Maureen Pennington,3022020
7792,Hernandez High School,District,Heather Morales,3022020
7793,Hernandez High School,District,Dwayne Vazquez,3022020
7794,Hernandez High School,District,Michael Brown,3022020
7795,Hernandez High School,District,Thomas Powell,3022020
7796,Hernandez High School,District,Denise Mason,3022020
7797,Hernandez High School,District,Yvonne Williams,3022020
7798,Hernandez High School,District,Kellie Harrington,3022020
7799,Hernandez High School,District,Kristin Oconnell,3022020
7800,Hernandez High School,District,James Knight,3022020
7801,Hernandez High School,District,Samantha Carter,3022020
7802,Hernandez High School,District,Lori Cooper,3022020
7803,Hernandez High School,District,Derek Sanchez,3022020
7804,Hernandez High School,District,Barry Edwards,3022020
7805,Hernandez High School,District,Elizabeth Ruiz,3022020
7806,Hernandez High School,District,Elaine House,3022020
7807,Hernandez High School,District,Daniel Johnson,3022020
7808,Hernandez High School,District,Nicole Banks,3022020
7809,Hernandez High School,District,Kevin Thompson,3022020
7810,Hernandez High School,District,Alyssa Reynolds,3022020
7811,Hernandez High School,District,Joanna Reynolds,3022020
7812,Hernandez High School,District,Monique Ortiz,3022020
7813,Hernandez High School,District,Dustin Elliott,3022020
7814,Hernandez High School,District,Joseph Anderson,3022020
7815,Hernandez High School,District,Melissa Freeman,3022020
7816,Hernandez High School,District,Brittany Browning,3022020
7817,Hernandez High School,District,Rebecca Torres,3022020
7818,Hernandez High School,District,Robert Casey,3022020
7819,Hernandez High School,District,Melissa Bowers,3022020
7820,Hernandez High School,District,Ann Ball,3022020
7821,Hernandez High School,District,James Anderson,3022020
7822,Hernandez High School,District,Michael Brooks,3022020
7823,Hernandez High School,District,Alejandro Schmidt,3022020
7824,Hernandez High School,District,Jennifer Blackwell,3022020
7825,Hernandez High School,District,William Bowman,3022020
7826,Hernandez High School,District,Brooke Mcfarland,3022020
7827,Hernandez High School,District,Jennifer Ford,3022020
7828,Hernandez High School,District,James Williams,3022020
7829,Hernandez High School,District,Kara Hicks,3022020
7830,Hernandez High School,District,Allison Barker,3022020
7831,Hernandez High School,District,Sonya Davis,3022020
7832,Hernandez High School,District,Thomas Watson,3022020
7833,Hernandez High School,District,Kyle Chan,3022020
7834,Hernandez High School,District,Tammy Kelly,3022020
7835,Hernandez High School,District,Shannon Griffin,3022020
7836,Hernandez High School,District,Brian Anderson,3022020
7837,Hernandez High School,District,Chad Frank,3022020
7838,Hernandez High School,District,Bradley Brown,3022020
7839,Hernandez High School,District,Leah Pierce,3022020
7840,Hernandez High School,District,Brittany Stephens,3022020
7841,Hernandez High School,District,Matthew Cunningham,3022020
7842,Hernandez High School,District,Travis Ruiz,3022020
7843,Hernandez High School,District,Anna Mitchell,3022020
7844,Hernandez High School,District,Joel Cortez,3022020
7845,Hernandez High School,District,Nathan Nelson,3022020
7846,Hernandez High School,District,Samuel Leblanc,3022020
7847,Hernandez High School,District,Rhonda Turner,3022020
7848,Hernandez High School,District,Mary Perez,3022020
7849,Hernandez High School,District,Sarah Stevens,3022020
7850,Hernandez High School,District,Sarah Moore,3022020
7851,Hernandez High School,District,Tricia Taylor,3022020
7852,Hernandez High School,District,Laura Tucker,3022020
7853,Hernandez High School,District,Amanda Graham,3022020
7854,Hernandez High School,District,Leslie Fox,3022020
7855,Hernandez High School,District,Samuel Mathis,3022020
7856,Hernandez High School,District,Cameron Baker,3022020
7857,Hernandez High School,District,Patrick Pierce,3022020
7858,Hernandez High School,District,Raymond Gomez,3022020
7859,Hernandez High School,District,Anthony Owens,3022020
7860,Hernandez High School,District,Laura Daniel,3022020
7861,Hernandez High School,District,Kimberly Chavez,3022020
7862,Hernandez High School,District,Daniel Davis,3022020
7863,Hernandez High School,District,Jesus Ross,3022020
7864,Hernandez High School,District,Adrian Payne,3022020
7865,Hernandez High School,District,Mr. Michael Chapman DDS,3022020
7866,Hernandez High School,District,Logan Cummings,3022020
7867,Hernandez High School,District,Margaret Stafford,3022020
7868,Hernandez High School,District,Sheila Jones,3022020
7869,Hernandez High School,District,Joseph Fernandez,3022020
7870,Hernandez High School,District,Larry Barron,3022020
7871,Hernandez High School,District,Jason Crawford,3022020
7872,Hernandez High School,District,Sharon Cook,3022020
7873,Hernandez High School,District,Jennifer Acevedo,3022020
7874,Hernandez High School,District,Jason Bradshaw,3022020
7875,Hernandez High School,District,Steve Strong,3022020
7876,Hernandez High School,District,Daniel Braun,3022020
7877,Hernandez High School,District,Jacob Wright,3022020
7878,Hernandez High School,District,Amber Hill,3022020
7879,Hernandez High School,District,Samuel Hernandez,3022020
7880,Hernandez High School,District,David Reid,3022020
7881,Hernandez High School,District,Anthony Stark,3022020
7882,Hernandez High School,District,Craig Phillips,3022020
7883,Hernandez High School,District,Edward Edwards,3022020
7884,Hernandez High School,District,Stephanie Coleman,3022020
7885,Hernandez High School,District,Kenneth Harris,3022020
7886,Hernandez High School,District,Anthony Butler,3022020
7887,Hernandez High School,District,Courtney Soto,3022020
7888,Hernandez High School,District,Steven Castillo,3022020
7889,Hernandez High School,District,Eric Smith,3022020
7890,Hernandez High School,District,April Hodges,3022020
7891,Hernandez High School,District,Cheryl Torres,3022020
7892,Hernandez High School,District,Rita Webb,3022020
7893,Hernandez High School,District,Wendy Lowery,3022020
7894,Hernandez High School,District,Brian Townsend,3022020
7895,Hernandez High School,District,Jessica Webster,3022020
7896,Hernandez High School,District,April Lambert,3022020
7897,Hernandez High School,District,Shannon Sanchez,3022020
7898,Hernandez High School,District,Michelle Simpson,3022020
7899,Hernandez High School,District,Terry Rodriguez,3022020
7900,Hernandez High School,District,Timothy Webb,3022020
7901,Hernandez High School,District,Marie Morris,3022020
7902,Hernandez High School,District,Hayley King,3022020
7903,Hernandez High School,District,Benjamin Sanchez,3022020
7904,Hernandez High School,District,Christina Peters,3022020
7905,Hernandez High School,District,Jack Smith,3022020
7906,Hernandez High School,District,Kimberly Craig,3022020
7907,Hernandez High School,District,Tamara Jones,3022020
7908,Hernandez High School,District,Patricia Berger,3022020
7909,Hernandez High School,District,Ronald Johnson,3022020
7910,Hernandez High School,District,Kristen Franklin,3022020
7911,Hernandez High School,District,Eric Ray,3022020
7912,Hernandez High School,District,Aaron Sherman,3022020
7913,Hernandez High School,District,Andrew Hawkins,3022020
7914,Hernandez High School,District,Gregory Collins,3022020
7915,Hernandez High School,District,Joshua Alvarado,3022020
7916,Hernandez High School,District,Renee Wu,3022020
7917,Hernandez High School,District,Timothy Day,3022020
7918,Hernandez High School,District,Mitchell Nelson,3022020
7919,Hernandez High School,District,Charlene Wells,3022020
7920,Hernandez High School,District,Sydney Williams,3022020
7921,Hernandez High School,District,Susan Holt,3022020
7922,Hernandez High School,District,Tammy Rojas,3022020
7923,Hernandez High School,District,Sarah Martin,3022020
7924,Hernandez High School,District,Amanda Carr,3022020
7925,Hernandez High School,District,Sarah Rose,3022020
7926,Hernandez High School,District,Mike Vaughn,3022020
7927,Hernandez High School,District,Bruce Ward,3022020
7928,Hernandez High School,District,Julie Krueger,3022020
7929,Hernandez High School,District,Kevin Robertson,3022020
7930,Hernandez High School,District,Albert Bishop,3022020
7931,Hernandez High School,District,Patricia Robinson,3022020
7932,Hernandez High School,District,Sabrina Jordan,3022020
7933,Hernandez High School,District,Tiffany Cohen,3022020
7934,Hernandez High School,District,Jason Reilly,3022020
7935,Hernandez High School,District,Jennifer Jones,3022020
7936,Hernandez High School,District,Amanda Shelton,3022020
7937,Hernandez High School,District,Mackenzie Weber,3022020
7938,Hernandez High School,District,Debra Wilson,3022020
7939,Hernandez High School,District,Mary Russell,3022020
7940,Hernandez High School,District,Patricia Baldwin,3022020
7941,Hernandez High School,District,Rachel Perez,3022020
7942,Hernandez High School,District,Jacob Johnson,3022020
7943,Hernandez High School,District,Crystal Foster,3022020
7944,Hernandez High School,District,Julia Harris,3022020
7945,Hernandez High School,District,Matthew Vasquez,3022020
7946,Hernandez High School,District,Casey Morris,3022020
7947,Hernandez High School,District,Peter Cox,3022020
7948,Hernandez High School,District,Michael Silva,3022020
7949,Hernandez High School,District,Courtney Francis,3022020
7950,Hernandez High School,District,Joseph Waters,3022020
7951,Hernandez High School,District,Marissa Burns,3022020
7952,Hernandez High School,District,Susan Johnston,3022020
7953,Hernandez High School,District,Morgan Rodriguez,3022020
7954,Hernandez High School,District,Susan Schultz,3022020
7955,Hernandez High School,District,Jennifer Morris,3022020
7956,Hernandez High School,District,Aaron Eaton,3022020
7957,Hernandez High School,District,Nathan Graham,3022020
7958,Hernandez High School,District,Jason Kidd,3022020
7959,Hernandez High School,District,Kristopher Schaefer,3022020
7960,Hernandez High School,District,Ronnie Martinez,3022020
7961,Hernandez High School,District,Jaime Cook,3022020
7962,Hernandez High School,District,Mark Adams,3022020
7963,Hernandez High School,District,Nicole Bruce,3022020
7964,Hernandez High School,District,Scott Holmes,3022020
7965,Hernandez High School,District,Tracey Stevens,3022020
7966,Hernandez High School,District,Jessica Reed,3022020
7967,Hernandez High School,District,Michael Johnson,3022020
7968,Hernandez High School,District,Frank Mcconnell,3022020
7969,Hernandez High School,District,Gerald Dunlap,3022020
7970,Hernandez High School,District,Kenneth Jackson,3022020
7971,Hernandez High School,District,Emily Peterson,3022020
7972,Hernandez High School,District,Traci Ortega,3022020
7973,Hernandez High School,District,Tanya Herrera,3022020
7974,Hernandez High School,District,Todd Lopez,3022020
7975,Hernandez High School,District,Michael Williams,3022020
7976,Hernandez High School,District,Rachel Blankenship,3022020
7977,Hernandez High School,District,James Douglas,3022020
7978,Hernandez High School,District,Jennifer Long PhD,3022020
7979,Hernandez High School,District,Steven Johnson,3022020
7980,Hernandez High School,District,Lisa Bryant,3022020
7981,Hernandez High School,District,Adam Harris,3022020
7982,Hernandez High School,District,Tiffany Erickson,3022020
7983,Hernandez High School,District,Nicole Williams,3022020
7984,Hernandez High School,District,Laurie James,3022020
7985,Hernandez High School,District,Kyle Bennett,3022020
7986,Hernandez High School,District,Nathan Fitzpatrick,3022020
7987,Hernandez High School,District,Matthew Anthony MD,3022020
7988,Hernandez High School,District,Heather Harris,3022020
7989,Hernandez High School,District,Michael Lopez,3022020
7990,Hernandez High School,District,Jenna Roberts,3022020
7991,Hernandez High School,District,Sharon Cole,3022020
7992,Hernandez High School,District,Joshua Roberts,3022020
7993,Hernandez High School,District,Jennifer Brown,3022020
7994,Hernandez High School,District,Kimberly Lutz,3022020
7995,Hernandez High School,District,Sharon Mahoney,3022020
7996,Hernandez High School,District,Joseph Johnson,3022020
7997,Hernandez High School,District,John Sanchez,3022020
7998,Hernandez High School,District,Sarah Hicks,3022020
7999,Hernandez High School,District,Eric Glover,3022020
8000,Hernandez High School,District,Robert Garrison IV,3022020
8001,Hernandez High School,District,Joshua Rice,3022020
8002,Hernandez High School,District,Richard Webb,3022020
8003,Hernandez High School,District,Kenneth Alvarez,3022020
8004,Hernandez High School,District,John Parks,3022020
8005,Hernandez High School,District,Travis Diaz,3022020
8006,Hernandez High School,District,Doris Kane,3022020
8007,Hernandez High School,District,Laurie Rodriguez,3022020
8008,Hernandez High School,District,Laurie Wright,3022020
8009,Hernandez High School,District,Yvette Larson,3022020
8010,Hernandez High School,District,Janet Roberts,3022020
8011,Hernandez High School,District,Elizabeth Dawson,3022020
8012,Hernandez High School,District,Elizabeth Ballard,3022020
8013,Hernandez High School,District,Marvin Johnson,3022020
8014,Hernandez High School,District,Theresa Joseph,3022020
8015,Hernandez High School,District,Rebecca Lee,3022020
8016,Hernandez High School,District,Nancy Costa,3022020
8017,Hernandez High School,District,Pamela Bray,3022020
8018,Hernandez High School,District,George Lamb,3022020
8019,Hernandez High School,District,Jamie Anderson DDS,3022020
8020,Hernandez High School,District,Gabriel Morgan,3022020
8021,Hernandez High School,District,Douglas Allen,3022020
8022,Hernandez High School,District,Jessica Reed,3022020
8023,Hernandez High School,District,Candace Church,3022020
8024,Hernandez High School,District,Sean Terrell,3022020
8025,Hernandez High School,District,Cassandra Thompson,3022020
8026,Hernandez High School,District,William Gonzalez Jr.,3022020
8027,Hernandez High School,District,Audrey Acosta,3022020
8028,Hernandez High School,District,David Stark,3022020
8029,Hernandez High School,District,Robin Collins,3022020
8030,Hernandez High School,District,Andrew Smith,3022020
8031,Hernandez High School,District,Christopher Mathews,3022020
8032,Hernandez High School,District,Alexis Lewis,3022020
8033,Hernandez High School,District,Dr. Jennifer Weiss,3022020
8034,Hernandez High School,District,Jason Pittman,3022020
8035,Hernandez High School,District,Christy Jacobson,3022020
8036,Hernandez High School,District,Adam Berg,3022020
8037,Hernandez High School,District,William Sharp,3022020
8038,Hernandez High School,District,Sarah Gomez,3022020
8039,Hernandez High School,District,Lisa Snyder,3022020
8040,Hernandez High School,District,Austin Nelson,3022020
8041,Hernandez High School,District,Anita Williams,3022020
8042,Hernandez High School,District,Carla Parsons,3022020
8043,Hernandez High School,District,Ronnie Johnson,3022020
8044,Hernandez High School,District,Evan Clark,3022020
8045,Hernandez High School,District,Michael Barber,3022020
8046,Hernandez High School,District,Richard Ward,3022020
8047,Hernandez High School,District,Isaiah Moreno,3022020
8048,Hernandez High School,District,Kyle Young,3022020
8049,Hernandez High School,District,Drew Moore,3022020
8050,Hernandez High School,District,Christopher Richmond,3022020
8051,Hernandez High School,District,Hector Rogers,3022020
8052,Hernandez High School,District,Ethan Smith,3022020
8053,Hernandez High School,District,Cheryl Rodriguez,3022020
8054,Hernandez High School,District,Martin Oneal,3022020
8055,Hernandez High School,District,Christopher James,3022020
8056,Hernandez High School,District,Abigail Rich,3022020
8057,Hernandez High School,District,Glenn Schmitt,3022020
8058,Hernandez High School,District,Robin Mckinney,3022020
8059,Hernandez High School,District,Cody Franco,3022020
8060,Hernandez High School,District,Sabrina Shepard,3022020
8061,Hernandez High School,District,Ryan Diaz,3022020
8062,Hernandez High School,District,Michael Whitney,3022020
8063,Hernandez High School,District,Lisa Martin,3022020
8064,Hernandez High School,District,David West,3022020
8065,Hernandez High School,District,Ronald Pierce,3022020
8066,Hernandez High School,District,Lisa Wilson,3022020
8067,Hernandez High School,District,Lindsay Williams,3022020
8068,Hernandez High School,District,Dr. Cynthia Torres,3022020
8069,Hernandez High School,District,Barbara Allen,3022020
8070,Hernandez High School,District,Christian Perry,3022020
8071,Hernandez High School,District,Erika Griffith,3022020
8072,Hernandez High School,District,Stacy Ramsey,3022020
8073,Hernandez High School,District,Robert Wilson,3022020
8074,Hernandez High School,District,Ralph Evans,3022020
8075,Hernandez High School,District,Aaron Jacobs,3022020
8076,Hernandez High School,District,Theresa Chase,3022020
8077,Hernandez High School,District,Matthew Torres,3022020
8078,Hernandez High School,District,Gregory Craig,3022020
8079,Hernandez High School,District,Scott Bowers,3022020
8080,Hernandez High School,District,Adam Jones,3022020
8081,Hernandez High School,District,Amanda Brewer,3022020
8082,Hernandez High School,District,Amanda Price,3022020
8083,Hernandez High School,District,Erin Ortega,3022020
8084,Hernandez High School,District,Ashley Wood,3022020
8085,Hernandez High School,District,Lisa Jones,3022020
8086,Hernandez High School,District,Juan Gallegos,3022020
8087,Hernandez High School,District,Sean Day,3022020
8088,Hernandez High School,District,Alexandra Nguyen,3022020
8089,Hernandez High School,District,Victor Campos,3022020
8090,Hernandez High School,District,Kevin King,3022020
8091,Hernandez High School,District,Heather Collins,3022020
8092,Hernandez High School,District,Tina Bates,3022020
8093,Hernandez High School,District,Steven Moss,3022020
8094,Hernandez High School,District,William Brown,3022020
8095,Hernandez High School,District,Katie Duncan,3022020
8096,Hernandez High School,District,Michael Brown,3022020
8097,Hernandez High School,District,Jennifer Fletcher,3022020
8098,Hernandez High School,District,Samuel Cisneros,3022020
8099,Hernandez High School,District,John Miranda DDS,3022020
8100,Hernandez High School,District,Levi Glover,3022020
8101,Hernandez High School,District,Amanda Fitzgerald,3022020
8102,Hernandez High School,District,Dr. Brian Matthews Jr.,3022020
8103,Hernandez High School,District,Vanessa Garcia,3022020
8104,Hernandez High School,District,Billy Martin,3022020
8105,Hernandez High School,District,Richard Bradley,3022020
8106,Hernandez High School,District,Elizabeth Calderon,3022020
8107,Hernandez High School,District,Angela Mccormick,3022020
8108,Hernandez High School,District,Eduardo Mccormick,3022020
8109,Hernandez High School,District,Scott Bailey,3022020
8110,Hernandez High School,District,Katie Williams,3022020
8111,Hernandez High School,District,Ronald King,3022020
8112,Hernandez High School,District,Misty Mitchell,3022020
8113,Hernandez High School,District,Stephanie Randall,3022020
8114,Hernandez High School,District,Jason Rivera,3022020
8115,Hernandez High School,District,Peter George,3022020
8116,Hernandez High School,District,Stephanie Adams,3022020
8117,Hernandez High School,District,Rebecca Pham,3022020
